naics,year,emp,pay,prode,prodh,prodw,vship,matcost,vadd,invest,invent,energy,cap,equip,plant,piship,pimat,piinv,pien,dtfp5,tfp5,dtfp4,tfp4,cap_labor_ratio,non_prod_workers,labor_productivity,revenue_per_worker,naics_title,match_level,short_title,short_label,full_label,Industry,robots_adopted,robotics_productivity_gain,robotics_cost_savings,jobs_displaced,training_hours,manuf_export_share,gdp_per_capita,inflation,real_gdp
311411,2015,33.1,1219.2,28.7,58.2,941.5,12803.9,7010.6,5895.3,348.5,2387.3,317.7,6420.8,4271.6,2149.1,1.00999999,0.888999999,1.018000007,0.998000026,-0.016000001,0.958999991,-0.016000001,0.958000004,193.98187311178248,4.400000000000002,178.10574018126889,386.8247734138973,"Frozen Fruit, Juice, and Vegetable Manufacturing",exact,"Frozen Fruit, Juice, & Vegetable Mfg","311411 | Frozen Fruit, Juice, & Vegetable Mfg","311411 - Frozen Fruit, Juice, and Vegetable Manufacturing",Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
311411,2016,33.1,1247.5,28.5,58.2,959.4,12261.2,6665.8,5537.3,399.4,2234.6,286.2,6391.7,4248.6,2143.1,1.014000058,0.843999982,1.014999986,0.986000001,-0.046,0.916000009,-0.046999998,0.915000021,193.1027190332326,4.600000000000001,167.29003021148037,370.42900302114805,"Frozen Fruit, Juice, and Vegetable Manufacturing",exact,"Frozen Fruit, Juice, & Vegetable Mfg","311411 | Frozen Fruit, Juice, & Vegetable Mfg","311411 - Frozen Fruit, Juice, and Vegetable Manufacturing",Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
311411,2017,28.7,1301.1,27.0,57.3,1048.9,12158.2,6464.1,5609.2,529.3,2057.5,269.7,,,,1.05400002,0.856999993,,1.090999961,,,,,,1.6999999999999993,195.4425087108014,423.63066202090596,"Frozen Fruit, Juice, and Vegetable Manufacturing",exact,"Frozen Fruit, Juice, & Vegetable Mfg","311411 | Frozen Fruit, Juice, & Vegetable Mfg","311411 - Frozen Fruit, Juice, and Vegetable Manufacturing",Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
311411,2018,28.3,1286.5,24.2,52.2,998.1,12925.0,6423.9,6641.5,,2503.5,250.7,,,,1.108999968,0.859000027,,1.105999947,,,,,,4.100000000000001,234.68197879858656,456.7137809187279,"Frozen Fruit, Juice, and Vegetable Manufacturing",exact,"Frozen Fruit, Juice, & Vegetable Mfg","311411 | Frozen Fruit, Juice, & Vegetable Mfg","311411 - Frozen Fruit, Juice, and Vegetable Manufacturing",Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
311412,2015,53.7,2192.2,44.0,92.2,1560.1,19377.9,10857.3,8536.5,646.5,1097.9,270.2,7557.7,5355.8,2201.9,1.021999955,0.888999999,1.019999981,0.989000022,-0.027000001,0.925999999,-0.027000001,0.925000012,140.7392923649907,9.700000000000003,158.96648044692736,360.85474860335194,Frozen Specialty Food Manufacturing,exact,Frozen Specialty Food Mfg,311412 | Frozen Specialty Food Mfg,311412 - Frozen Specialty Food Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
311412,2016,53.3,2300.5,44.1,90.4,1649.0,19457.4,11052.0,8416.6,476.0,1102.5,266.1,7745.0,5474.7,2270.3,1.0,0.843999982,1.019000053,0.958999991,-0.017999999,0.910000026,-0.017999999,0.908999979,145.3095684803002,9.199999999999996,157.9099437148218,365.05440900562854,Frozen Specialty Food Manufacturing,exact,Frozen Specialty Food Mfg,311412 | Frozen Specialty Food Mfg,311412 - Frozen Specialty Food Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
311412,2017,59.7,2658.6,50.8,96.7,1947.8,20218.0,11442.8,8825.6,477.5,1229.6,269.8,,,,0.994000018,0.856999993,,1.065999985,,,,,,8.900000000000006,147.8324958123953,338.65996649916246,Frozen Specialty Food Manufacturing,exact,Frozen Specialty Food Mfg,311412 | Frozen Specialty Food Mfg,311412 - Frozen Specialty Food Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
311412,2018,60.8,2761.7,50.5,90.5,1996.5,20948.9,10751.5,10207.7,,1262.4,268.6,,,,0.99000001,0.859000027,,1.085000038,,,,,,10.299999999999997,167.88980263157896,344.55427631578954,Frozen Specialty Food Manufacturing,exact,Frozen Specialty Food Mfg,311412 | Frozen Specialty Food Mfg,311412 - Frozen Specialty Food Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
311421,2015,49.8,2352.1,41.5,88.6,1723.7,25593.1,15178.4,10556.6,659.9,6032.3,440.1,12183.3,8204.5,3978.8,1.039999962,1.04400003,1.01699996,0.994000018,-0.014,1.003999949,-0.014,1.003999949,244.64457831325302,8.299999999999997,211.97991967871488,513.9176706827309,Fruit and Vegetable Canning,exact,Fruit & Vegetable Canning,311421 | Fruit & Vegetable Canning,311421 - Fruit and Vegetable Canning,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
311421,2016,49.5,2408.0,41.0,84.0,1767.2,24650.6,13807.7,10876.8,551.5,5838.9,393.5,12122.7,8169.3,3953.4,1.027999997,1.008000016,1.014999986,0.943000019,0.014,1.01699996,0.014,1.01699996,244.9030303030303,8.5,219.73333333333332,497.9919191919192,Fruit and Vegetable Canning,exact,Fruit & Vegetable Canning,311421 | Fruit & Vegetable Canning,311421 - Fruit and Vegetable Canning,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
311421,2017,44.9,2312.6,42.7,79.8,1702.8,23920.9,13850.5,10200.9,510.8,5668.0,406.7,,,,1.044999957,1.023000002,,1.041000009,,,,,,2.1999999999999957,227.1915367483296,532.7594654788419,Fruit and Vegetable Canning,exact,Fruit & Vegetable Canning,311421 | Fruit & Vegetable Canning,311421 - Fruit and Vegetable Canning,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
311421,2018,44.0,2320.8,36.2,74.8,1773.5,24459.6,14258.9,10181.3,,5740.1,417.3,,,,1.054999948,1.04400003,,1.052000046,,,,,,7.799999999999997,231.3931818181818,555.9,Fruit and Vegetable Canning,exact,Fruit & Vegetable Canning,311421 | Fruit & Vegetable Canning,311421 - Fruit and Vegetable Canning,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
311422,2015,11.1,591.2,9.3,19.5,448.9,9048.0,3573.8,5455.6,286.6,989.4,82.7,4568.1,2971.8,1596.3,1.039999962,1.04400003,1.014999986,0.93599999,0.003,0.986000001,0.003,0.986000001,411.5405405405406,1.799999999999999,491.49549549549556,815.1351351351352,Specialty Canning,exact,Specialty Canning,311422 | Specialty Canning,311422 - Specialty Canning,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
311422,2016,11.0,597.0,9.1,18.8,447.8,8981.4,3395.1,5575.0,151.8,958.0,76.1,4608.0,3012.3,1595.7,1.041000009,1.008000016,1.013000011,0.898000002,-0.005,0.981000006,-0.005,0.981000006,418.90909090909093,1.9000000000000004,506.8181818181818,816.4909090909091,Specialty Canning,exact,Specialty Canning,311422 | Specialty Canning,311422 - Specialty Canning,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
311422,2017,11.4,617.4,9.6,19.5,451.6,9337.4,3652.0,5680.9,120.9,977.7,83.8,,,,1.039000034,1.023000002,,0.990999997,,,,,,1.8000000000000007,498.3245614035087,819.0701754385964,Specialty Canning,exact,Specialty Canning,311422 | Specialty Canning,311422 - Specialty Canning,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
311422,2018,11.1,605.2,9.2,20.1,450.6,8937.4,3126.6,5712.1,,852.4,80.0,,,,1.052000046,1.04400003,,1.001999974,,,,,,1.9000000000000004,514.6036036036037,805.1711711711712,Specialty Canning,exact,Specialty Canning,311422 | Specialty Canning,311422 - Specialty Canning,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
311423,2015,14.4,646.1,11.7,23.7,439.3,6923.8,3334.4,3589.1,216.4,1300.1,129.1,2841.0,1913.2,927.8,1.072000027,1.04400003,1.018000007,1.004999995,0.0,1.019999981,0.0,1.019999981,197.29166666666666,2.700000000000001,249.24305555555554,480.81944444444446,Dried and Dehydrated Food Manufacturing,exact,Dried & Dehydrated Food Mfg,311423 | Dried & Dehydrated Food Mfg,311423 - Dried and Dehydrated Food Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
311423,2016,13.7,664.0,10.7,20.9,421.5,6594.9,3438.5,3161.4,128.9,1297.0,129.6,2870.1,1938.1,932.1,1.049000025,1.008000016,1.016000032,0.964999974,-0.059999999,0.961000025,-0.059999999,0.961000025,209.49635036496352,3.0,230.75912408759126,481.3795620437956,Dried and Dehydrated Food Manufacturing,exact,Dried & Dehydrated Food Mfg,311423 | Dried & Dehydrated Food Mfg,311423 - Dried and Dehydrated Food Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
311423,2017,14.7,726.0,11.8,22.3,448.7,6677.0,3506.5,3199.7,133.3,1155.9,121.8,,,,1.062999964,1.023000002,,1.065000057,,,,,,2.8999999999999986,217.66666666666666,454.21768707482994,Dried and Dehydrated Food Manufacturing,exact,Dried & Dehydrated Food Mfg,311423 | Dried & Dehydrated Food Mfg,311423 - Dried and Dehydrated Food Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
311423,2018,15.7,768.0,12.4,23.7,490.9,6747.5,3566.5,3360.6,,1480.3,124.2,,,,1.083999991,1.04400003,,1.075999975,,,,,,3.299999999999999,214.05095541401275,429.7770700636943,Dried and Dehydrated Food Manufacturing,exact,Dried & Dehydrated Food Mfg,311423 | Dried & Dehydrated Food Mfg,311423 - Dried and Dehydrated Food Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
311511,2015,49.1,2701.8,31.1,64.2,1599.4,35856.5,23602.1,12316.4,950.4,1151.1,371.5,12848.3,8003.8,4844.5,1.024999976,0.916000009,1.021000028,1.014999986,-0.077,0.916999996,-0.077,0.916999996,261.6761710794297,18.0,250.84317718940935,730.2749490835031,Fluid Milk Manufacturing,exact,Fluid Milk Mfg,311511 | Fluid Milk Mfg,311511 - Fluid Milk Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
311511,2016,49.6,2793.1,31.9,64.5,1637.8,33695.8,22165.1,11536.9,1171.8,1125.9,334.8,13070.9,8220.6,4850.2,1.019000053,0.882000029,1.019000053,0.967000008,-0.043000001,0.878000021,-0.043000001,0.878000021,263.52620967741933,17.700000000000003,232.59879032258064,679.3508064516129,Fluid Milk Manufacturing,exact,Fluid Milk Mfg,311511 | Fluid Milk Mfg,311511 - Fluid Milk Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
311511,2017,52.5,3033.2,33.6,67.9,1765.9,37268.1,25347.3,11939.5,879.5,1248.1,394.4,,,,1.05400002,0.938000023,,1.075999975,,,,,,18.9,227.41904761904763,709.8685714285714,Fluid Milk Manufacturing,exact,Fluid Milk Mfg,311511 | Fluid Milk Mfg,311511 - Fluid Milk Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
311511,2018,55.3,3105.6,33.8,66.6,1926.8,36792.9,24311.3,12497.0,,1359.3,383.4,,,,1.034000039,0.879000008,,1.09800005,,,,,,21.5,225.98553345388788,665.3327305605787,Fluid Milk Manufacturing,exact,Fluid Milk Mfg,311511 | Fluid Milk Mfg,311511 - Fluid Milk Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
311512,2015,2.7,150.4,2.0,4.4,103.6,4858.7,4383.6,460.6,48.8,313.1,50.9,778.2,455.1,323.1,1.103000045,0.916000009,1.014999986,0.959999979,-0.137999997,0.879999995,-0.137999997,0.879999995,288.22222222222223,0.7000000000000002,170.59259259259258,1799.5185185185182,Creamery Butter Manufacturing,exact,Creamery Butter Mfg,311512 | Creamery Butter Mfg,311512 - Creamery Butter Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
311512,2016,2.9,156.1,2.1,4.7,104.6,5154.2,4563.2,582.9,43.9,306.6,49.1,782.3,469.8,312.5,1.067999959,0.882000029,1.006000042,0.896000028,0.02,0.897000015,0.02,0.897000015,269.7586206896552,0.7999999999999998,201.0,1777.3103448275863,Creamery Butter Manufacturing,exact,Creamery Butter Mfg,311512 | Creamery Butter Mfg,311512 - Creamery Butter Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
311512,2017,3.6,201.7,3.1,6.4,133.1,6463.6,5689.1,832.1,119.6,465.4,67.1,,,,1.190000057,0.938000023,,0.994000018,,,,,,0.5,231.13888888888889,1795.4444444444446,Creamery Butter Manufacturing,exact,Creamery Butter Mfg,311512 | Creamery Butter Mfg,311512 - Creamery Butter Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
311512,2018,3.8,212.6,3.2,6.5,134.5,7110.5,5589.0,1400.0,,357.7,67.5,,,,1.15199995,0.879000008,,1.011999965,,,,,,0.5999999999999996,368.42105263157896,1871.1842105263158,Creamery Butter Manufacturing,exact,Creamery Butter Mfg,311512 | Creamery Butter Mfg,311512 - Creamery Butter Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
311513,2015,47.3,2465.6,40.5,87.2,1929.0,45315.4,36424.4,8622.7,1075.2,3725.8,436.0,10305.2,7490.8,2814.5,0.926999986,0.911000013,1.019999981,1.001999974,-0.007,0.990999997,-0.007,0.990999997,217.86892177589854,6.799999999999997,182.29809725158566,958.0422832980973,Cheese Manufacturing,exact,Cheese Mfg,311513 | Cheese Mfg,311513 - Cheese Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
311513,2016,49.1,2650.1,42.0,88.1,2057.4,45372.5,35117.1,10255.0,1077.0,3618.5,424.2,10835.5,7904.9,2930.6,0.894999981,0.875,1.018000007,0.987999976,0.025,1.016000032,0.025,1.016000032,220.68228105906314,7.100000000000001,208.85947046843177,924.0835030549898,Cheese Manufacturing,exact,Cheese Mfg,311513 | Cheese Mfg,311513 - Cheese Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
311513,2017,50.5,2762.5,43.4,88.0,2128.1,47919.8,35651.0,12216.2,891.8,4326.2,433.1,,,,0.92900002,0.924000025,,1.09800005,,,,,,7.100000000000001,241.90495049504952,948.9069306930694,Cheese Manufacturing,exact,Cheese Mfg,311513 | Cheese Mfg,311513 - Cheese Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
311513,2018,53.2,2751.0,44.6,93.3,2042.1,47114.6,34395.0,12514.8,,4122.1,441.9,,,,0.893999994,0.86500001,,1.120000005,,,,,,8.600000000000001,235.24060150375936,885.6127819548872,Cheese Manufacturing,exact,Cheese Mfg,311513 | Cheese Mfg,311513 - Cheese Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
311514,2015,15.0,884.1,11.4,24.3,590.5,18339.6,10898.8,7377.9,431.1,1282.7,253.5,5377.7,3627.5,1750.2,0.866999984,0.936999977,1.018000007,0.948000014,0.170000002,1.121999979,0.170000002,1.121999979,358.5133333333333,3.5999999999999996,491.85999999999996,1222.6399999999999,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",exact,"Dry, Condensed, & Evaporated Dairy Pr...","311514 | Dry, Condensed, & Evaporated Dairy Pr...","311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
311514,2016,15.9,954.0,12.1,25.5,631.3,18831.2,10542.1,8301.6,688.4,1357.6,225.5,5498.6,3727.3,1771.3,0.852999985,0.915000021,1.016000032,0.915000021,0.035999998,1.162999988,0.035999998,1.162999988,345.8238993710692,3.8000000000000007,522.1132075471698,1184.3522012578617,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",exact,"Dry, Condensed, & Evaporated Dairy Pr...","311514 | Dry, Condensed, & Evaporated Dairy Pr...","311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
311514,2017,14.6,900.5,11.3,23.6,615.0,17133.0,9309.8,7823.7,215.7,1046.6,196.4,,,,0.887000024,0.967999995,,1.016000032,,,,,,3.299999999999999,535.8698630136986,1173.4931506849316,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",exact,"Dry, Condensed, & Evaporated Dairy Pr...","311514 | Dry, Condensed, & Evaporated Dairy Pr...","311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
311514,2018,17.0,995.8,12.8,24.3,698.2,18009.0,9632.2,8328.7,,1004.7,196.5,,,,0.842000008,0.924000025,,1.034999967,,,,,,4.199999999999999,489.9235294117648,1059.3529411764705,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",exact,"Dry, Condensed, & Evaporated Dairy Pr...","311514 | Dry, Condensed, & Evaporated Dairy Pr...","311514 - Dry, Condensed, and Evaporated Dairy Product Manufacturing",Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
311520,2015,17.7,808.5,14.6,28.0,643.3,7509.3,4473.9,3109.0,221.7,614.0,108.7,3906.7,2535.2,1371.5,1.039000034,1.018000007,1.016000032,1.106999993,-0.034000002,1.039000034,-0.034000002,1.039000034,220.71751412429379,3.0999999999999996,175.6497175141243,424.25423728813564,Ice Cream and Frozen Dessert Manufacturing,exact,Ice Cream & Frozen Dessert Mfg,311520 | Ice Cream & Frozen Dessert Mfg,311520 - Ice Cream and Frozen Dessert Manufacturing,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
311520,2016,18.4,870.6,14.9,28.6,674.3,8230.1,4804.0,3506.8,293.7,772.2,105.7,3904.6,2533.9,1370.8,1.04400003,0.998000026,1.014999986,1.039000034,0.028999999,1.070000052,0.028999999,1.069000006,212.20652173913044,3.4999999999999982,190.58695652173915,447.28804347826093,Ice Cream and Frozen Dessert Manufacturing,exact,Ice Cream & Frozen Dessert Mfg,311520 | Ice Cream & Frozen Dessert Mfg,311520 - Ice Cream and Frozen Dessert Manufacturing,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
311520,2017,20.4,960.2,16.6,31.7,728.8,7726.6,4633.9,3101.6,151.2,691.6,105.6,,,,1.065999985,1.032999992,,1.159000039,,,,,,3.799999999999997,152.0392156862745,378.75490196078437,Ice Cream and Frozen Dessert Manufacturing,exact,Ice Cream & Frozen Dessert Mfg,311520 | Ice Cream & Frozen Dessert Mfg,311520 - Ice Cream and Frozen Dessert Manufacturing,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
311520,2018,21.1,1000.5,17.3,32.3,786.1,8118.1,4694.5,3423.3,,724.4,99.9,,,,1.082000017,1.041000009,,1.184999943,,,,,,3.8000000000000007,162.24170616113744,384.74407582938386,Ice Cream and Frozen Dessert Manufacturing,exact,Ice Cream & Frozen Dessert Mfg,311520 | Ice Cream & Frozen Dessert Mfg,311520 - Ice Cream and Frozen Dessert Manufacturing,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
311611,2015,145.7,5469.7,127.9,263.0,4375.7,98108.0,80367.5,17390.7,849.9,2639.6,577.3,16857.6,10658.9,6198.7,1.06400001,1.088999987,1.023000002,1.05400002,0.032000002,1.032999992,0.032000002,1.032999992,115.70075497597804,17.799999999999983,119.35964310226494,673.356211393274,Animal (except Poultry) Slaughtering,exact,Animal (except Poultry) Slaughtering,311611 | Animal (except Poultry) Slaughtering,311611 - Animal (except Poultry) Slaughtering,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
311611,2016,143.9,5669.8,125.9,249.6,4536.8,90214.7,70939.5,19253.4,962.2,2570.2,552.7,16826.4,10686.6,6139.8,0.930000007,0.921999991,1.021000028,0.978999972,0.021,1.054999948,0.021,1.054999948,116.9312022237665,18.0,133.79708130646281,626.9263377345378,Animal (except Poultry) Slaughtering,exact,Animal (except Poultry) Slaughtering,311611 | Animal (except Poultry) Slaughtering,311611 - Animal (except Poultry) Slaughtering,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
311611,2017,146.7,6428.8,130.7,285.3,5237.4,89812.7,70608.6,19261.8,867.1,2589.1,536.8,,,,0.940999985,0.94599998,,1.088999987,,,,,,16.0,131.30061349693253,612.2201772324472,Animal (except Poultry) Slaughtering,exact,Animal (except Poultry) Slaughtering,311611 | Animal (except Poultry) Slaughtering,311611 - Animal (except Poultry) Slaughtering,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
311611,2018,148.0,6856.8,130.1,280.2,5522.6,96384.0,72587.7,23741.9,,2723.6,566.3,,,,0.921999991,0.930999994,,1.110000014,,,,,,17.900000000000006,160.41824324324324,651.2432432432432,Animal (except Poultry) Slaughtering,exact,Animal (except Poultry) Slaughtering,311611 | Animal (except Poultry) Slaughtering,311611 - Animal (except Poultry) Slaughtering,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
311612,2015,99.8,4113.8,82.3,176.3,2972.0,49873.2,34963.4,14819.9,1535.6,2797.1,474.8,11222.5,7075.5,4147.0,1.062999964,1.088999987,1.024000049,1.001000047,-0.021,1.008999944,-0.021,1.008999944,112.44989979959921,17.5,148.49599198396794,499.7314629258517,Meat Processed from Carcasses,exact,Meat Processed from Carcasses,311612 | Meat Processed from Carcasses,311612 - Meat Processed from Carcasses,Manufacturing,107,7.86,170.67,293,161,63.7146529670619,57006.93,0.695,18799.6
311612,2016,101.9,4372.2,85.0,185.1,3175.3,50885.8,34567.1,16262.9,1370.7,2585.6,480.5,12093.3,7676.1,4417.2,1.018000007,0.921999991,1.023000002,0.967999995,-0.061999999,0.948000014,-0.061999999,0.948000014,118.67811579980372,16.900000000000006,159.59666339548576,499.36997055937195,Meat Processed from Carcasses,exact,Meat Processed from Carcasses,311612 | Meat Processed from Carcasses,311612 - Meat Processed from Carcasses,Manufacturing,253,16.99,195.43,366,472,63.2604946594473,58179.7,2.197,19141.68
311612,2017,112.9,4924.2,95.5,197.3,3566.7,53740.9,37004.3,16879.2,1888.3,2779.0,497.9,,,,1.031999946,0.94599998,,1.078999996,,,,,,17.400000000000006,149.50575730735164,476.0044286979628,Meat Processed from Carcasses,exact,Meat Processed from Carcasses,311612 | Meat Processed from Carcasses,311612 - Meat Processed from Carcasses,Manufacturing,343,8.69,170.9,812,159,61.3709365092424,60292.98,2.178,19612.1
311612,2018,109.6,4819.5,92.4,175.2,3595.3,50795.7,35022.8,15804.9,,2863.7,499.3,,,,1.021999955,0.930999994,,1.101999998,,,,,,17.19999999999999,144.20529197080293,463.46441605839414,Meat Processed from Carcasses,exact,Meat Processed from Carcasses,311612 | Meat Processed from Carcasses,311612 - Meat Processed from Carcasses,Manufacturing,286,15.71,121.3,935,342,58.9112087207058,63165.28,1.921,20193.93
